datetime,forecast,Номер скважины
1992-05-12,11.006227689909574,1
1992-05-13,10.99955966126403,1
1992-05-14,10.992903737256134,1
1992-05-15,10.98625988130707,1
1992-05-16,10.979628056992588,1
1992-05-17,10.973008228042165,1
1992-05-18,10.966400358338168,1
1992-05-19,10.959804411915034,1
1992-05-20,10.95322035295844,1
1992-05-21,10.946648145804486,1
1992-05-22,10.940087754938899,1
1992-05-23,10.933539144996201,1
1992-05-24,10.927002280758929,1
1992-05-25,10.920477127156834,1
1992-05-26,10.91396364926609,1
1992-05-27,10.907461812308508,1
1992-05-28,10.90097158165075,1
1992-05-29,10.89449292280357,1
1992-05-30,10.888025801421032,1
1992-05-31,10.881570183299743,1
1992-06-01,10.87512603437811,1
1992-06-02,10.868693320735566,1
1992-06-03,10.862272008591825,1
1992-06-04,10.855862064306148,1
1992-06-05,10.849463454376588,1
1992-06-06,10.843076145439264,1
1992-06-07,10.836700104267626,1
1992-06-08,10.830335297771732,1
1992-06-09,10.82398169299753,1
1992-06-10,10.817639257126121,1
1992-06-11,10.811307957473083,1
1992-06-12,10.804987761487729,1
1992-06-13,10.798678636752422,1
1992-06-14,10.792380550981878,1
1992-06-15,10.78609347202246,1
1992-06-16,10.779817367851498,1
1992-06-17,10.773552206576603,1
1992-06-18,10.767297956434986,1
1992-06-19,10.761054585792776,1
1992-06-20,10.754822063144358,1
1992-06-21,10.748600357111693,1
1992-06-22,10.742389436443672,1
1992-06-23,10.736189270015434,1
1992-06-24,10.729999826827731,1
1992-06-25,10.723821076006269,1
1992-06-26,10.717652986801056,1
1992-06-27,10.711495528585768,1
1992-06-28,10.705348670857108,1
1992-06-29,10.699212383234165,1
1992-06-30,10.693086635457796,1
1992-07-01,10.686971397389982,1
1992-07-02,10.680866639013225,1
1992-07-03,10.674772330429914,1
1992-07-04,10.668688441861713,1
1992-07-05,10.662614943648956,1
1992-07-06,10.656551806250034,1
1992-07-07,10.650499000240798,1
1992-07-08,10.644456496313941,1
1992-07-09,10.638424265278434,1
1992-04-11,16.24398996006312,2
1992-04-12,16.222337001974175,2
1992-04-13,16.20071290690442,2
1992-04-14,16.179117636379956,2
1992-04-15,16.157842399253536,2
1992-04-16,16.136304274375412,2
1992-04-17,16.114794859445794,2
1992-04-18,16.093314116194822,2
1992-04-19,16.071862006403634,2
1992-04-20,16.05072780842485,2
1992-04-21,16.02933246544647,2
1992-04-22,16.007965642090795,2
1992-04-23,15.986627300341654,2
1992-04-24,15.965605184407368,2
1992-04-25,15.944323308416768,2
1992-04-26,15.923069800799336,2
1992-04-27,15.901844623740518,2
1992-04-28,15.880647739476167,2
1992-04-29,15.8597649846825,2
1992-04-30,15.838624191850315,2
1992-05-01,15.81751157932988,2
1992-05-02,15.79642710955733,2
1992-05-03,15.775655103317,2
1992-05-04,15.754626427504128,2
1992-05-05,15.73362578255296,2
1992-05-06,15.712653131098836,2
1992-05-07,15.691708435826914,2
1992-05-08,15.671074132684195,2
1992-05-09,15.650184861499106,2
1992-05-10,15.629323435351754,2
1992-05-11,15.608489817125188,2
1992-05-12,15.587964944909794,2
1992-05-13,15.567186456836744,2
1992-05-14,15.546435666129458,2
1992-05-15,15.525712535867823,2
1992-05-16,15.50501702918095,2
1992-05-17,15.48462822174666,2
1992-05-18,15.463987479741,2
1992-05-19,15.443374251487974,2
1992-05-20,15.42278850031223,2
1992-05-21,15.402507821855648,2
1992-05-22,15.381976544924854,2
1992-05-23,15.36147263583164,2
1992-05-24,15.340996058095152,2
1992-05-25,15.320546775283166,2
1992-05-26,15.300400542782981,2
1992-05-27,15.280005373091837,2
1992-05-28,15.259637389809674,2
1992-05-29,15.239296556697477,2
1992-05-30,15.218982837564539,2
1992-05-31,15.198970159743112,2
1992-06-01,15.178710195000896,2
1992-06-02,15.158477236441797,2
1992-06-03,15.138271248067042,2
1992-06-04,15.118364704476418,2
1992-06-05,15.098212185414047,2
1992-06-06,15.078086529311557,2
1992-06-07,15.057987700361089,2
1992-06-08,15.037915662802517,2
1992-06-09,15.018141084929768,2
1992-06-10,14.998122162221426,2
1992-06-11,14.978129924391334,2
1992-06-12,14.958164335869014,2
1992-06-13,14.938494629499756,2
1992-06-14,14.91858187414104,2
1992-06-15,14.89869566214133,2
1992-06-16,14.87883595811879,2
1992-06-17,14.85900272673874,2
1992-06-18,14.83946341603107,2
1992-06-19,14.819682667569674,2
1992-06-20,14.799928286504374,2
1992-06-21,14.78020023768788,2
1992-06-22,14.760764550779628,2
1992-06-23,14.741088706546515,2
1992-06-24,14.72143908987397,2
1992-06-25,14.701815665801107,2
1992-06-26,14.682218399413644,2
1992-06-27,14.662911556790368,2
1992-06-28,14.643366148908356,2
1992-06-29,14.62384679471751,2
1992-06-30,14.60435345948871,2
1992-07-01,14.585149007805287,2
1992-07-02,14.565707256058142,2
1992-07-03,14.546291419830325,2
1992-07-04,14.526901464576897,2
1992-07-05,14.507537355798963,2
1992-07-06,14.488460215481336,2
1992-07-07,14.46914734822458,2
1992-07-08,14.449860224686354,2
1992-07-09,14.43059881055072,2
1992-04-11,13.864428619035321,3
1992-04-12,13.86014872533287,3
1992-04-13,13.855872792743163,3
1992-04-14,13.851600815159843,3
1992-04-15,13.847332786489723,3
1992-04-16,13.843068700652745,3
1992-04-17,13.838808551581959,3
1992-04-18,13.834552333223463,3
1992-04-19,13.830300039536398,3
1992-04-20,13.826051664492875,3
1992-04-21,13.821807202077974,3
1992-04-22,13.81756664628968,3
1992-04-23,13.813329991138875,3
1992-04-24,13.809097230649272,3
1992-04-25,13.80486835885741,3
1992-04-26,13.80064336981259,3
1992-04-27,13.796422257576863,3
1992-04-28,13.79220501622498,3
1992-04-29,13.78799163984437,3
1992-04-30,13.783782122535088,3
1992-05-01,13.7795764584098,3
1992-05-02,13.77537464159373,3
1992-05-03,13.771176666224642,3
1992-05-04,13.76698252645279,3
1992-05-05,13.762792216440898,3
1992-05-06,13.75860573036412,3
1992-05-07,13.754423062409996,3
1992-05-08,13.750244206778438,3
1992-05-09,13.746069157681681,3
1992-05-10,13.741897909344257,3
1992-05-11,13.73773045600295,3
1992-05-12,13.733566791906785,3
1992-05-13,13.72940691131697,3
1992-05-14,13.725250808506873,3
1992-05-15,13.721098477761998,3
1992-05-16,13.71694991337994,3
1992-05-17,13.712805109670349,3
1992-05-18,13.708664060954915,3
1992-05-19,13.70452676156731,3
1992-05-20,13.700393205853183,3
1992-05-21,13.69626338817011,3
1992-05-22,13.692137302887561,3
1992-05-23,13.688014944386877,3
1992-05-24,13.683896307061232,3
1992-05-25,13.6797813853156,3
1992-05-26,13.675670173566731,3
1992-05-27,13.67156266624311,3
1992-05-28,13.66745885778493,3
1992-05-29,13.663358742644055,3
1992-05-30,13.659262315283998,3
1992-05-31,13.655169570179883,3
1992-06-01,13.651080501818415,3
1992-06-02,13.646995104697845,3
1992-06-03,13.642913373327954,3
1992-06-04,13.638835302229994,3
1992-06-05,13.634760885936688,3
1992-06-06,13.63069011899218,3
1992-06-07,13.626622995952005,3
1992-06-08,13.622559511383072,3
1992-06-09,13.618499659863618,3
1992-06-10,13.614443435983187,3
1992-06-11,13.610390834342594,3
1992-06-12,13.6063418495539,3
1992-06-13,13.602296476240376,3
1992-06-14,13.598254709036478,3
1992-06-15,13.594216542587818,3
1992-06-16,13.59018197155113,3
1992-06-17,13.586150990594243,3
1992-06-18,13.582123594396048,3
1992-06-19,13.57809977764647,3
1992-06-20,13.574079535046446,3
1992-06-21,13.570062861307886,3
1992-06-22,13.56604975115364,3
1992-06-23,13.56204019931749,3
1992-06-24,13.558034200544094,3
1992-06-25,13.554031749588974,3
1992-06-26,13.550032841218487,3
1992-06-27,13.546037470209786,3
1992-06-28,13.542045631350806,3
1992-06-29,13.538057319440222,3
1992-06-30,13.534072529287421,3
1992-07-01,13.530091255712486,3
1992-07-02,13.526113493546159,3
1992-07-03,13.52213923762981,3
1992-07-04,13.51816848281542,3
1992-07-05,13.514201223965534,3
1992-07-06,13.510237455953252,3
1992-07-07,13.5062771736622,3
1992-07-08,13.502320371986483,3
1992-07-09,13.498367045830683,3
1992-04-11,5.688038502294448,4
1992-04-12,5.684110293079417,4
1992-04-13,5.680188441298755,4
1992-04-14,5.6762729307760935,4
1992-04-15,5.672363745391181,4
1992-04-16,5.668460869079624,4
1992-04-17,5.664564285832659,4
1992-04-18,5.6606739796969,4
1992-04-19,5.656789934774089,4
1992-04-20,5.65291213522087,4
1992-04-21,5.649040565248539,4
1992-04-22,5.645175209122804,4
1992-04-23,5.641316051163555,4
1992-04-24,5.637463075744623,4
1992-04-25,5.6336162672935455,4
1992-04-26,5.6297756102913326,4
1992-04-27,5.625941089272237,4
1992-04-28,5.6221126888235196,4
1992-04-29,5.618290393585221,4
1992-04-30,5.6144741882499325,4
1992-05-01,5.61066405756257,4
1992-05-02,5.606859986320142,4
1992-05-03,5.603061959371535,4
1992-05-04,5.599269961617278,4
1992-05-05,5.595483978009325,4
1992-05-06,5.5917039935508335,4
1992-05-07,5.587929993295944,4
1992-05-08,5.584161962349557,4
1992-05-09,5.5803998858671235,4
1992-05-10,5.576643749054416,4
1992-05-11,5.572893537167317,4
1992-05-12,5.569149235511616,4
1992-05-13,5.565410829442772,4
1992-05-14,5.5616783043657225,4
1992-05-15,5.557951645734662,4
1992-05-16,5.554230839052829,4
1992-05-17,5.550515869872308,4
1992-05-18,5.546806723793806,4
1992-05-19,5.543103386466458,4
1992-05-20,5.539405843587615,4
1992-05-21,5.535714080902639,4
1992-05-22,5.532028084204699,4
1992-05-23,5.528347839334571,4
1992-05-24,5.524673332180433,4
1992-05-25,5.5210045486776655,4
1992-05-26,5.5173414748086484,4
1992-05-27,5.513684096602569,4
1992-05-28,5.5100324001352154,4
1992-05-29,5.506386371528787,4
1992-05-30,5.502745996951697,4
1992-05-31,5.4991112626183725,4
1992-06-01,5.495482154789069,4
1992-06-02,5.491858659769671,4
1992-06-03,5.488240763911499,4
1992-06-04,5.48462845361113,4
1992-06-05,5.4810217153101926,4
1992-06-06,5.477420535495188,4
1992-06-07,5.473824900697298,4
1992-06-08,5.470234797492199,4
1992-06-09,5.466650212499877,4
1992-06-10,5.463071132384439,4
1992-06-11,5.459497543853932,4
1992-06-12,5.455929433660162,4
1992-06-13,5.452366788598504,4
1992-06-14,5.448809595507726,4
1992-06-15,5.44525784126981,4
1992-06-16,5.441711512809766,4
1992-06-17,5.43817059709546,4
1992-06-18,5.434635081137433,4
1992-06-19,5.431104951988722,4
1992-06-20,5.427580196744691,4
1992-06-21,5.424060802542845,4
1992-06-22,5.420546756562668,4
1992-06-23,5.41703804602544,4
1992-06-24,5.413534658194069,4
1992-06-25,5.410036580372918,4
1992-06-26,5.406543799907633,4
1992-06-27,5.403056304184979,4
1992-06-28,5.399574080632661,4
1992-06-29,5.396097116719163,4
1992-06-30,5.392625399953582,4
1992-07-01,5.389158917885455,4
1992-07-02,5.385697658104593,4
1992-07-03,5.3822416082409275,4
1992-07-04,5.37879075596433,4
1992-07-05,5.375345088984461,4
1992-07-06,5.371904595050604,4
1992-07-07,5.3684692619515,4
1992-07-08,5.365039077515192,4
1992-07-09,5.361614029608862,4
1992-04-11,9.170509072098078,5
1992-04-12,9.156181043375616,5
1992-04-13,9.141876330586456,5
1992-04-14,9.127593037738574,5
1992-04-15,9.113332061146966,5
1992-04-16,9.099093365944652,5
1992-04-17,9.084876917319129,5
1992-04-18,9.070682680512279,5
1992-04-19,9.0565106208203,5
1992-04-20,9.042360703593605,5
1992-04-21,9.028232894236742,5
1992-04-22,9.01412715820832,5
1992-04-23,9.000043461020903,5
1992-04-24,8.985981768240949,5
1992-04-25,8.971942045488708,5
1992-04-26,8.95792425843815,5
1992-04-27,8.943928372816872,5
1992-04-28,8.929954354406023,5
1992-04-29,8.91600216904021,5
1992-04-30,8.902071782607424,5
1992-05-01,8.888164065026523,5
1992-05-02,8.874277172924486,5
1992-05-03,8.860411977741103,5
1992-05-04,8.846568445577043,5
1992-05-05,8.83274654258595,5
1992-05-06,8.818946234974337,5
1992-05-07,8.805167489001528,5
1992-05-08,8.791410270979556,5
1992-05-09,8.777674547273094,5
1992-05-10,8.763960284299365,5
1992-05-11,8.750267448528056,5
1992-05-12,8.73659600648125,5
1992-05-13,8.722945924733333,5
1992-05-14,8.70931716991091,5
1992-05-15,8.695709708692739,5
1992-05-16,8.682123507809631,5
1992-05-17,8.66855853404438,5
1992-05-18,8.65501475423168,5
1992-05-19,8.641492135258037,5
1992-05-20,8.627991521578224,5
1992-05-21,8.614511123778062,5
1992-05-22,8.601051787788725,5
1992-05-23,8.587613480703185,5
1992-05-24,8.574196169665825,5
1992-05-25,8.560799821872358,5
1992-05-26,8.547424404569755,5
1992-05-27,8.534069885056157,5
1992-05-28,8.520736230680805,5
1992-05-29,8.507423408843946,5
1992-05-30,8.494131386996765,5
1992-05-31,8.4808601326413,5
1992-06-01,8.467609613330366,5
1992-06-02,8.454379796667471,5
1992-06-03,8.441170650306738,5
1992-06-04,8.427982141952832,5
1992-06-05,8.414814239360876,5
1992-06-06,8.401666910336367,5
1992-06-07,8.388540122735106,5
1992-06-08,8.375434696293155,5
1992-06-09,8.362348893975705,5
1992-06-10,8.34928353695201,5
1992-06-11,8.33623859327828,5
1992-06-12,8.323214031060646,5
1992-06-13,8.310209818455059,5
1992-06-14,8.297225923667234,5
1992-06-15,8.284262314952555,5
1992-06-16,8.271318960616002,5
1992-06-17,8.258395829012084,5
1992-06-18,8.24549288854474,5
1992-06-19,8.23261010766729,5
1992-06-20,8.219747454882329,5
1992-06-21,8.206904898741675,5
1992-06-22,8.194082407846269,5
1992-06-23,8.181279950846122,5
1992-06-24,8.168497496440215,5
1992-06-25,8.155735013376447,5
1992-06-26,8.142993298640933,5
1992-06-27,8.130270663406376,5
1992-06-28,8.117567906052317,5
1992-06-29,8.104884995521495,5
1992-06-30,8.092221900805182,5
1992-07-01,8.079578590943093,5
1992-07-02,8.06695503502332,5
1992-07-03,8.054351202182243,5
1992-07-04,8.041767061604475,5
1992-07-05,8.029202582522766,5
1992-07-06,8.01665773421794,5
1992-07-07,8.00413248601882,5
1992-07-08,7.991626807302143,5
1992-07-09,7.979140667492495,5
1992-04-11,5.496981145627255,6
1992-04-12,5.496981145627255,6
1992-04-13,5.496981145627255,6
1992-04-14,5.496981145627255,6
1992-04-15,5.496981145627255,6
1992-04-16,5.496981145627255,6
1992-04-17,5.496981145627255,6
1992-04-18,5.496981145627255,6
1992-04-19,5.496981145627255,6
1992-04-20,5.496981145627255,6
1992-04-21,5.496981145627255,6
1992-04-22,5.496981145627255,6
1992-04-23,5.496981145627255,6
1992-04-24,5.496981145627255,6
1992-04-25,5.496981145627255,6
1992-04-26,5.496981145627255,6
1992-04-27,5.496981145627255,6
1992-04-28,5.496981145627255,6
1992-04-29,5.496981145627255,6
1992-04-30,5.496981145627255,6
1992-05-01,5.496981145627255,6
1992-05-02,5.496981145627255,6
1992-05-03,5.496981145627255,6
1992-05-04,5.496981145627255,6
1992-05-05,5.496981145627255,6
1992-05-06,5.496981145627255,6
1992-05-07,5.496981145627255,6
1992-05-08,5.496981145627255,6
1992-05-09,5.496981145627255,6
1992-05-10,5.496981145627255,6
1992-05-11,5.496981145627255,6
1992-05-12,5.496981145627255,6
1992-05-13,5.496981145627255,6
1992-05-14,5.496981145627255,6
1992-05-15,5.496981145627255,6
1992-05-16,5.496981145627255,6
1992-05-17,5.496981145627255,6
1992-05-18,5.496981145627255,6
1992-05-19,5.496981145627255,6
1992-05-20,5.496981145627255,6
1992-05-21,5.496981145627255,6
1992-05-22,5.496981145627255,6
1992-05-23,5.496981145627255,6
1992-05-24,5.496981145627255,6
1992-05-25,5.496981145627255,6
1992-05-26,5.496981145627255,6
1992-05-27,5.496981145627255,6
1992-05-28,5.496981145627255,6
1992-05-29,5.496981145627255,6
1992-05-30,5.496981145627255,6
1992-05-31,5.496981145627255,6
1992-06-01,5.496981145627255,6
1992-06-02,5.496981145627255,6
1992-06-03,5.496981145627255,6
1992-06-04,5.496981145627255,6
1992-06-05,5.496981145627255,6
1992-06-06,5.496981145627255,6
1992-06-07,5.496981145627255,6
1992-06-08,5.496981145627255,6
1992-06-09,5.496981145627255,6
1992-06-10,5.496981145627255,6
1992-06-11,5.496981145627255,6
1992-06-12,5.496981145627255,6
1992-06-13,5.496981145627255,6
1992-06-14,5.496981145627255,6
1992-06-15,5.496981145627255,6
1992-06-16,5.496981145627255,6
1992-06-17,5.496981145627255,6
1992-06-18,5.496981145627255,6
1992-06-19,5.496981145627255,6
1992-06-20,5.496981145627255,6
1992-06-21,5.496981145627255,6
1992-06-22,5.496981145627255,6
1992-06-23,5.496981145627255,6
1992-06-24,5.496981145627255,6
1992-06-25,5.496981145627255,6
1992-06-26,5.496981145627255,6
1992-06-27,5.496981145627255,6
1992-06-28,5.496981145627255,6
1992-06-29,5.496981145627255,6
1992-06-30,5.496981145627255,6
1992-07-01,5.496981145627255,6
1992-07-02,5.496981145627255,6
1992-07-03,5.496981145627255,6
1992-07-04,5.496981145627255,6
1992-07-05,5.496981145627255,6
1992-07-06,5.496981145627255,6
1992-07-07,5.496981145627255,6
1992-07-08,5.496981145627255,6
1992-07-09,5.496981145627255,6
1992-04-11,8.510976326585487,7
1992-04-12,8.507569633760356,7
1992-04-13,8.504167028459118,7
1992-04-14,8.50076850251427,7
1992-04-15,8.497374047781141,7
1992-04-16,8.49398365613781,7
1992-04-17,8.490597319485019,7
1992-04-18,8.487215029746098,7
1992-04-19,8.483836778866879,7
1992-04-20,8.480462558815615,7
1992-04-21,8.477092361582908,7
1992-04-22,8.473726179181616,7
1992-04-23,8.470364003646788,7
1992-04-24,8.467005827035571,7
1992-04-25,8.463651641427143,7
1992-04-26,8.460301438922626,7
1992-04-27,8.456955211645013,7
1992-04-28,8.453612951739089,7
1992-04-29,8.45027465137135,7
1992-04-30,8.446940302729931,7
1992-05-01,8.44360989802453,7
1992-05-02,8.440283429486318,7
1992-05-03,8.436960889367889,7
1992-05-04,8.433642269943157,7
1992-05-05,8.430327563507296,7
1992-05-06,8.42701676237666,7
1992-05-07,8.423709858888714,7
1992-05-08,8.420406845401947,7
1992-05-09,8.417107714295815,7
1992-05-10,8.413812457970648,7
1992-05-11,8.410521068847594,7
1992-05-12,8.407233539368534,7
1992-05-13,8.403949861996015,7
1992-05-14,8.400670029213176,7
1992-05-15,8.397394033523673,7
1992-05-16,8.394121867451613,7
1992-05-17,8.390853523541475,7
1992-05-18,8.387588994358046,7
1992-05-19,8.384328272486341,7
1992-05-20,8.381071350531546,7
1992-05-21,8.377818221118929,7
1992-05-22,8.37456887689379,7
1992-05-23,8.371323310521372,7
1992-05-24,8.36808151468681,7
1992-05-25,8.364843482095047,7
1992-05-26,8.361609205470769,7
1992-05-27,8.35837867755834,7
1992-05-28,8.355151891121734,7
1992-05-29,8.35192883894446,7
1992-05-30,8.348709513829501,7
1992-05-31,8.345493908599245,7
1992-06-01,8.342282016095414,7
1992-06-02,8.339073829179002,7
1992-06-03,8.335869340730206,7
1992-06-04,8.33266854364836,7
1992-06-05,8.32947143085187,7
1992-06-06,8.326277995278144,7
1992-06-07,8.323088229883531,7
1992-06-08,8.319902127643257,7
1992-06-09,8.316719681551355,7
1992-06-10,8.313540884620599,7
1992-06-11,8.310365729882452,7
1992-06-12,8.307194210386985,7
1992-06-13,8.304026319202826,7
1992-06-14,8.300862049417088,7
1992-06-15,8.297701394135311,7
1992-06-16,8.294544346481397,7
1992-06-17,8.291390899597546,7
1992-06-18,8.2882410466442,7
1992-06-19,8.285094780799966,7
1992-06-20,8.281952095261572,7
1992-06-21,8.27881298324379,7
1992-06-22,8.275677437979388,7
1992-06-23,8.272545452719054,7
1992-06-24,8.269417020731348,7
1992-06-25,8.266292135302635,7
1992-06-26,8.263170789737025,7
1992-06-27,8.260052977356311,7
1992-06-28,8.256938691499917,7
1992-06-29,8.253827925524826,7
1992-06-30,8.250720672805528,7
1992-07-01,8.247616926733967,7
1992-07-02,8.244516680719462,7
1992-07-03,8.241419928188671,7
1992-07-04,8.238326662585521,7
1992-07-05,8.235236877371147,7
1992-07-06,8.232150566023838,7
1992-07-07,8.229067722038982,7
1992-07-08,8.225988338929005,7
1992-07-09,8.222912410223316,7
1992-04-11,11.671308211030068,8
1992-04-12,11.663969475471724,8
1992-04-13,11.656644565972544,8
1992-04-14,11.649333439173528,8
1992-04-15,11.642036051905803,8
1992-04-16,11.634752361189559,8
1992-04-17,11.627482324232973,8
1992-04-18,11.62022589843116,8
1992-04-19,11.612983041365128,8
1992-04-20,11.605753710800727,8
1992-04-21,11.59853786468762,8
1992-04-22,11.591335461158257,8
1992-04-23,11.584146458526858,8
1992-04-24,11.576970815288389,8
1992-04-25,11.569808490117559,8
1992-04-26,11.56265944186783,8
1992-04-27,11.555523629570416,8
1992-04-28,11.548401012433292,8
1992-04-29,11.541291549840226,8
1992-04-30,11.5341952013498,8
1992-05-01,11.527111926694442,8
1992-05-02,11.52004168577947,8
1992-05-03,11.512984438682146,8
1992-05-04,11.505940145650705,8
1992-05-05,11.498908767103444,8
1992-05-06,11.491890263627768,8
1992-05-07,11.484884595979269,8
1992-05-08,11.477891725080806,8
1992-05-09,11.470911612021588,8
1992-05-10,11.46394421805626,8
1992-05-11,11.456989504604008,8
1992-05-12,11.450047433247654,8
1992-05-13,11.44311796573277,8
1992-05-14,11.43620106396679,8
1992-05-15,11.429296690018134,8
1992-05-16,11.422404806115328,8
1992-05-17,11.41552537464614,8
1992-05-18,11.408658358156721,8
1992-05-19,11.401803719350742,8
1992-05-20,11.394961421088551,8
1992-05-21,11.388131426386314,8
1992-05-22,11.381313698415198,8
1992-05-23,11.37450820050051,8
1992-05-24,11.367714896120887,8
1992-05-25,11.360933748907478,8
1992-05-26,11.354164722643098,8
1992-05-27,11.347407781261449,8
1992-05-28,11.340662888846285,8
1992-05-29,11.333930009630636,8
1992-05-30,11.327209107995985,8
1992-05-31,11.320500148471503,8
1992-06-01,11.313803095733237,8
1992-06-02,11.307117914603346,8
1992-06-03,11.300444570049322,8
1992-06-04,11.293783027183217,8
1992-06-05,11.287133251260878,8
1992-06-06,11.280495207681179,8
1992-06-07,11.27386886198528,8
1992-06-08,11.267254179855856,8
1992-06-09,11.26065112711637,8
1992-06-10,11.254059669730317,8
1992-06-11,11.247479773800498,8
1992-06-12,11.240911405568276,8
1992-06-13,11.234354531412862,8
1992-06-14,11.227809117850574,8
1992-06-15,11.221275131534144,8
1992-06-16,11.21475253925198,8
1992-06-17,11.208241307927473,8
1992-06-18,11.201741404618284,8
1992-06-19,11.19525279651565,8
1992-06-20,11.18877545094368,8
1992-06-21,11.182309335358674,8
1992-06-22,11.175854417348432,8
1992-06-23,11.169410664631569,8
1992-06-24,11.162978045056837,8
1992-06-25,11.15655652660246,8
1992-06-26,11.15014607737545,8
1992-06-27,11.143746665610953,8
1992-06-28,11.137358259671592,8
1992-06-29,11.130980828046786,8
1992-06-30,11.12461433935213,8
1992-07-01,11.118258762328718,8
1992-07-02,11.11191406584252,8
1992-07-03,11.105580218883725,8
1992-07-04,11.099257190566117,8
1992-07-05,11.092944950126432,8
1992-07-06,11.086643466923736,8
1992-07-07,11.080352710438797,8
1992-07-08,11.07407265027347,8
1992-07-09,11.06780325615007,8
1992-04-11,43.740789406759404,9
1992-04-12,43.69398632405725,9
1992-04-13,43.647230741461456,9
1992-04-14,43.60052776746848,9
1992-04-15,43.55387219198227,9
1992-04-16,43.50726911257253,9
1992-04-17,43.46071333028729,9
1992-04-18,43.41420993179287,9
1992-04-19,43.36775372925751,9
1992-04-20,43.32134979846749,9
